parent_code,code,name,type,asset_type,method_number_min,method_number,account_asset_id,account_depreciation_id,account_expense_id,account_income_id,method,method_time,method_period
,0,Catalog Mijloace Fixe,view,none,,,,,,,,,
0,1,Grupa 1. Constructii,view,none,,,,,,,,,
0,2,"Grupa 2. Instalatii tehnice, mijloace de transport, animale si plantatii",view,none,,,,,,,,,
0,3,"Mobilier, aparatura birotica, sisteme de protectie a valorilor umane si materiale si alte active corporale",view,none,,,,,,,,,
1,1_1,Constructii industriale,view,none,,,,,,,,,
1,1_1,Alte constructii neregasite in cadrul subgrupei 1,normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_1,1_1_1,Cladiri industriale in afara de cladirile din,normal,fixed,480,720,212000,281200,681100,758300,linear,number,1
1_1_1,1_1_1_1,"Cladiri industriale cladirile din industria alimentara, industria materialelor de constructii, industria metalurgica si industria siderurgica;",normal,fixed,336,504,212000,281200,681100,758300,linear,number,1
1_1_1,1_1_1_2,Cladiri industriale cladirile din industria chimica,normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1,1_1_10,Rampe de incarcare descarcare.,normal,fixed,300,420,212000,281200,681100,758300,linear,number,1
1_1,1_1_11,"Constructii miniere subterane: pentru personal, gari si remize, statii de pompare, statii de compresoare, canale pentru aeraj, buncare, suitori-coboratori, etc.",normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1_1,1_1_12,Cosuri de fum si turnuri de racire,normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_1,1_1_13,Iazuri pentru decantarea sterilului,normal,fixed,144,576,212000,281200,681100,758300,linear,number,1
1_1,1_1_14,"Camere de fum, de prafuire, de uscare",normal,fixed,336,504,212000,281200,681100,758300,linear,number,1
1_1,1_1_15,Lucrari de constructii de decoperta pentru exploatari miniere,normal,fixed,96,144,212000,281200,681100,758300,linear,number,1
1_1,1_1_16,Poligoane de incercari experimentale in aer liber sau in incaperi inchise,normal,fixed,144,216,212000,281200,681100,758300,linear,number,1
1_1,1_1_17,Alte constructii industriale neregasite in cadrul subgrupei 1.1.,normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_1,1_1_2,"Constructii usoare cu structuri metalice (hale de productie, hale de montaj, etc.) in afara de:",normal,fixed,192,288,212000,281200,681100,758300,linear,number,1
1_1_2,1_1_2_1,"Constructii usoare cu structuri metalice (hale de productie, hale de montaj, etc.): baraci, soproane, etc.",normal,fixed,96,144,212000,281200,681100,758300,linear,number,1
1_1,1_1_3,"Centrale hidroelectrice, statii si posturi de transformare, statii de conexiuni, in afara de:",normal,fixed,480,720,212000,281200,681100,758300,linear,number,1
1_1_3,1_1_3_1,"Centrale hidroelectrice, statii si posturi de transformare, statii de conexiuni,: constructii speciale metalice;",normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1_1_3,1_1_3_2,"Centrale hidroelectrice, statii si posturi de transformare, statii de conexiuni,: constructii speciale din beton.",normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_1,1_1_4,"Centrale termoelectrice si nuclearo-electrice, in afara de",normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1_1_4,1_1_4_1,"Centrale termoelectrice si nuclearo-electrice, cladirea reactorului.",normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_1,1_1_5,Piete si platforme,view,none,,,,,,,,,
1_1_5,1_1_5_1,Piete si platforme din beton;,normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_1_5,1_1_5_2,"Piete si platforme din balast, macadam.",normal,fixed,168,288,212000,281200,681100,758300,linear,number,1
1_1,1_1_6,"Sonde de titei, gaze, sare si platforme marine de foraj si extractie.",view,none,,,,,,,,,
1_1_6,1_1_6_1,"Sonde de titei, gaze si sare.",normal,fixed,96,144,212000,281200,681100,758300,linear,number,1
1_1_6,1_1_6_2,Platforme marine de foraj si extractie.,normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_1,1_1_7,Turnuri de eztractie miniera,normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_1,1_1_8,"Puturi de mina, galerii, planuri inclinate si rampe de put.",normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1_1,1_1_9,"Structuri de sustinere, estacade si culoare pentru transportoare cu banda",normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1,1_2,Constructii agricole,view,none,,,,,,,,,
1_2,1_2_1,Cladiri agrozootehnice,normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_2,1_2_10,"Sere, solarii, rasadnice si ciupercarii",view,none,,,,,,,,,
1_2_10,1_2_10_1,"Sere, solarii, rasadnice si ciupercarii din zidarie, beton, metal sau lemn si sticla",normal,fixed,192,288,212000,281200,681100,758300,linear,number,1
1_2_10,1_2_10_2,"Sere, solarii, rasadnice si ciupercarii constructie usoara din lemn si folie din masa plastica",normal,fixed,24,48,212000,281200,681100,758300,linear,number,1
1_2,1_2_11,Alte constructii agricole neregasite in cadrul subgrupei 1.2.,normal,fixed,192,288,212000,281200,681100,758300,linear,number,1
1_2,1_2_2,"Constructii agricole usoare (baraci, magazii, soproane, cabane)",normal,fixed,96,144,212000,281200,681100,758300,linear,number,1
1_2,1_2_3,Depozite de ingrasaminte minerale sau naturale (constructii de compostare),normal,fixed,192,288,212000,281200,681100,758300,linear,number,1
1_2,1_2_4,Silozuri pentru furaje,normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_2,1_2_5,Silozuri pentru depozitarea si conservarea cerealelor,normal,fixed,336,504,212000,281200,681100,758300,linear,number,1
1_2,1_2_6,Patule pentru depozitarea porumbului,normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1_2,1_2_7,"Constructii pentru cresterea animalelor si pasarilor, padocuri",normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1_2,1_2_8,"Helestee, iazuri, bazine, ecluze si ascensoare, baraje, jgheaburi, etc. pentru piscicultura",normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_2,1_2_9,"Terase pe arabil, plantatii pomicole si viticole",normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1,1_3,Constructii pentru stransporturi de posta si telecomunicatii,view,none,,,,,,,,,
1_3,1_3_1,"Cladiri pentru transporturi: autogari, gari, statii pentru metrou, aeroporturi, porturi, hangare, depouri, garaje, ateliere, in afara de:",normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1_3_1,1_3_1_1,"Cladiri pentru transporturi: autogari, gari, statii pentru metrou, aeroporturi, porturi, hangare, depouri, garaje, ateliere,: cladiri usoare cu structura metalica",normal,fixed,192,288,212000,281200,681100,758300,linear,number,1
1_3,1_3_10,Cale pentru montarea si lansarea navelor,view,none,,,,,,,,,
1_3_10,1_3_10_1,Cale pentru montarea si lansarea navelor - File din lemn,normal,fixed,144,216,212000,281200,681100,758300,linear,number,1
1_3_10,1_3_10_2,"Cale pentru montarea si lansarea navelor - File din beton, beton armat",normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1_3,1_3_11,Canale pentru navigatie,normal,fixed,480,720,212000,281200,681100,758300,linear,number,1
1_3,1_3_12,"Constructii accesorii pentru transport rutier, aerian, naval",normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_3,1_3_13,Linii de funiculare pentru exploatari miniere si industriale,view,none,,,,,,,,,
1_3_13,1_3_13_1,Linii de funiculare pentru exploatari miniere si industriale pe stalpi de lemn,normal,fixed,144,216,212000,281200,681100,758300,linear,number,1
1_3_13,1_3_13_2,Linii de funiculare pentru exploatari miniere si industriale pe stalpi din metal sau beton armat,normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_3,1_3_14,"Linii funiculare pentru personal, statii si constructii de protectie",view,none,,,,,,,,,
1_3_14,1_3_14_1,"Linii funiculare pentru personal, statii si constructii de protectie cu telecabine, telegondole sau teleschiuri",normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1_3_14,1_3_14_2,"Linii funiculare pentru personal, statii si constructii de protectie multilifturi pentru schi",normal,fixed,108,180,212000,281200,681100,758300,linear,number,1
1_3,1_3_15,Linii funiculare forestiere de tip usor,normal,fixed,48,72,212000,281200,681100,758300,linear,number,1
1_3,1_3_16,Planuri inclinate supraterane,normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_3,1_3_17,"Poduri, podete, pasarele si viaducte pentru transporturi feroviare si rutiere, viaducte",view,none,,,,,,,,,
1_3_17,1_3_17_1,"Poduri, podete, pasarele si viaducte pentru transporturi feroviare si rutiere, viaducte din lemn",normal,fixed,96,144,212000,281200,681100,758300,linear,number,1
1_3_17,1_3_17_2,"Poduri, podete, pasarele si viaducte pentru transporturi feroviare si rutiere, viaducte din zidarie, beton armat sau metal",normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1_3,1_3_18,Tunele,normal,fixed,480,720,212000,281200,681100,758300,linear,number,1
1_3,1_3_19,"Cladiri pentru posta, telecomunicatii: centrale telefonice, statii de emisie radio, studiouri pentru radio, televiziune, etc.",normal,fixed,408,672,212000,281200,681100,758300,linear,number,1
1_3,1_3_2,Infrastructura pentru transport feroviar,view,none,,,,,,,,,
1_3_2,1_3_2_1,Infrastructura pentru transport feroviar - ecartament normal si larg,normal,fixed,480,720,212000,281200,681100,758300,linear,number,1
1_3_2,1_3_2_2,Infrastructura pentru transport feroviar - ecartament normal pentru metrou,normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1_3_2,1_3_2_3,"Infrastructura pentru transport feroviar - ecartament ingust, inclusiv forestier",normal,fixed,336,504,212000,281200,681100,758300,linear,number,1
1_3_2,1_3_2_4,Infrastructura pentru transport feroviar - ecartament ingust minier,normal,fixed,144,216,212000,281200,681100,758300,linear,number,1
1_3,1_3_20,"Linii si cabluri aeriene de telecomunicatii (stalpi, circuite, cabluri, traverse, console, etc.)",normal,fixed,108,180,212000,281200,681100,758300,linear,number,1
1_3,1_3_21,"Retele si canalizatii subterane de comunicatii urbane si interurbane, in afara de:",normal,fixed,192,288,212000,281200,681100,758300,linear,number,1
1_3_21,1_3_21_1,"Retele si canalizatii subterane de comunicatii urbane si interurbane,: Suport de transmisiuni de telecomunicatii pe sisteme de cabluri cu fibra optica (submarine, subfluviale)",normal,fixed,96,144,212000,281200,681100,758300,linear,number,1
1_3,1_3_22,"Platforme, turnuri si piloni metalici pentru antene de radiotelefonie, telefonie mobila, radio si TV",normal,fixed,108,180,212000,281200,681100,758300,linear,number,1
1_3,1_3_23,Cabine telefonice,normal,fixed,48,72,212000,281200,681100,758300,linear,number,1
1_3,1_3_24,"Constructii usoare pentru transporturi si telecomunicatii (baraci, magazii, soproane, cabane)",normal,fixed,96,144,212000,281200,681100,758300,linear,number,1
1_3,1_3_25,"Alte constructii pentru transporturi, posta si telecomunicatii neregasite in cadrul subgrupei 1.3.",normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1_3,1_3_3,Infrastructura si statii de tramvaie,normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_3,1_3_4,Retele electrice de contact pentru tractiune electrica:,view,none,,,,,,,,,
1_3_4,1_3_4_1,Retele electrice de contact pentru tractiune electrica - pentru linii de cale ferata,normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_3_4,1_3_4_2,Retele electrice de contact pentru tractiune electrica - pentru linii de tramvaie si troleibuze,normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1_3_4,1_3_4_3,Retele electrice de contact pentru tractiune electrica - pentru linii de cale ferata miniera,normal,fixed,144,216,212000,281200,681100,758300,linear,number,1
1_3,1_3_5,"Constructii pentru transport feroviar: persoane, treceri de nivel, port-gabarit, cheiuri de incarcare- descarcare, pentru alimentare si revizie locomotive, canale de coborat osii, fundatii de placi turnate si pod bascula, canale de zgura, etc.",normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_3,1_3_6,Aparate de cale,normal,fixed,48,72,212000,281200,681100,758300,linear,number,1
1_3,1_3_7,"Infrastructura drumuri (publice, industriale, agricole), alei, strazi si autostrazi cu toate accesoriile necesare (trotuare, borne, parcaje, parapete, marcaje, semne de circulatie)",view,none,,,,,,,,,
1_3_7,1_3_7_1,"Infrastructura drumuri (publice, industriale, agricole), alei, strazi si autostrazi cu toate accesoriile necesare (trotuare, borne, parcaje, parapete, marcaje, semne de circulatie) - cu imbracaminte din balast, pamant stabilizat sau macadam",normal,fixed,192,288,212000,281200,681100,758300,linear,number,1
1_3_7,1_3_7_2,"Infrastructura drumuri (publice, industriale, agricole), alei, strazi si autostrazi cu toate accesoriile necesare (trotuare, borne, parcaje, parapete, marcaje, semne de circulatie) - cu imbracaminte din beton asfaltic sau pavaj pe fundatie supla",normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1_3_7,1_3_7_3,"Infrastructura drumuri (publice, industriale, agricole), alei, strazi si autostrazi cu toate accesoriile necesare (trotuare, borne, parcaje, parapete, marcaje, semne de circulatie) - cu imbracaminte din beton de ciment",normal,fixed,336,504,212000,281200,681100,758300,linear,number,1
1_3_7,1_3_7_4,"Infrastructura drumuri (publice, industriale, agricole), alei, strazi si autostrazi cu toate accesoriile necesare (trotuare, borne, parcaje, parapete, marcaje, semne de circulatie) - infrastructura drumuri forestiere",normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_3,1_3_8,Piste pentru aeroporturi si platforme de stationare pentru avioane si autovehicule. Constructii aeroportuare.,normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1_3,1_3_9,"Cheiuri, estacade si docuri pentru nave",normal,fixed,480,720,212000,281200,681100,758300,linear,number,1
1,1_4,Constructii hidrotehnice,view,none,,,,,,,,,
1_4,1_4_1,"Baraje si constructii accesorii baraje (ecluze, deversoare, porturi si fronturi de asteptare, disipatoare de energie, goliri de fund, canale de derivatie)",normal,fixed,480,720,212000,281200,681100,758300,linear,number,1
1_4,1_4_2,"Diguri (de aparare, de compartimentare, de dirijare a curentilor), consolidari de maluri, praguri, pinteni, anrocamente si casoaie, cleonaje",view,none,,,,,,,,,
1_4_2,1_4_2_1,"Diguri (de aparare, de compartimentare, de dirijare a curentilor), consolidari de maluri, praguri, pinteni, anrocamente si casoaie, cleonaje - din fascine, lemn cu bolovan sau piatra",normal,fixed,192,288,212000,281200,681100,758300,linear,number,1
1_4_2,1_4_2_2,"Diguri (de aparare, de compartimentare, de dirijare a curentilor), consolidari de maluri, praguri, pinteni, anrocamente si casoaie, cleonaje - din piatra bruta, blocuri de beton, zidarie de piatra, beton armat",normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_4,1_4_3,Canale de aductiune,normal,fixed,480,720,212000,281200,681100,758300,linear,number,1
1_4,1_4_4,Pereuri,normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_4,1_4_5,"Constructii hidrotehnice, hidrometrice, hidrometeorologice, oceanografice, platforme meteorologice, in afara de:",normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1_4_5,1_4_5_1,"Constructii hidrotehnice, hidrometrice, hidrometeorologice, oceanografice, platforme meteorologice,: constructii usoare",normal,fixed,96,144,212000,281200,681100,758300,linear,number,1
1_4,1_4_6,Lacuri artificiale de acumulare,normal,fixed,480,720,212000,281200,681100,758300,linear,number,1
1_4,1_4_7,Alte constructii hidrotehnice neregasite in cadrul subgrupei 1.4.,normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1,1_5,"Constructii pentru afaceri, comert, depozitare",view,none,,,,,,,,,
1_5,1_5_1,Centre de afaceri,normal,fixed,480,720,212000,281200,681100,758300,linear,number,1
1_5,1_5_10,"Tancuri, rezervoare, bidoane si butoaie pentru depozitarea bauturilor",normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_5,1_5_11,Rampe de incarcare,normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1_5,1_5_12,"Constructii usoare pentru afaceri, comert, depozitare (baraci, magazii, soproane, etc.)",normal,fixed,96,144,212000,281200,681100,758300,linear,number,1
1_5,1_5_13,Camere de tezaur pentru depozitarea valorilor si datelor,normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1_5,1_5_14,"Alte constructii pentru afaceri, comert, depozitare neregasite in cadrul subgrupei 1.5.",normal,fixed,192,288,212000,281200,681100,758300,linear,number,1
1_5,1_5_2,Cladiri comerciale pentru depozitare-comercializare si distributie. Magazine.,normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1_5,1_5_3,"Constructii pentru depozitarea marfurilor de larg consum, a marfurilor industriale, a materialelor de constructii si a produselor agricole",normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_5,1_5_4,"Constructii pentru depozitarea si comercializarea produselor petrolifere (benzinarii, etc.)",normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1_5,1_5_5,"Constructii pentru depozitarea explozibililor, carburantilor si lubrifiantilor",normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1_5,1_5_6,"Silozuri pentru agregate minerale, minereuri, carbuni, materiale pulverulente (ciment, var, ipsos), etc.",normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1_5,1_5_7,"Rezervoare si bazine pentru depozitare, in afara de:",normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1_5_7,1_5_7_1,"Rezervoare si bazine pentru depozitare,: rezervoare pentru depozitare cu protectie catodica",normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1_5,1_5_8,Depozite frigorifice pentru alimente. Ghetarii.,normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1_5,1_5_9,Platforme pentru depozitare si activitati comerciale,normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1,1_6,Constructii de locuinte si social-culturale,view,none,,,,,,,,,
1_6,1_6_1,"Cladiri de locuit, hoteluri si camine, in afara de:",normal,fixed,480,720,212000,281200,681100,758300,linear,number,1
1_6_1,1_6_1_1,"Cladiri de locuit, hoteluri si camine,: cladiri pentru locuinte sociale, moteluri si camine amplasate in centre industriale. WC publice.",normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1_6,1_6_2,"Constructii pentru invatamant, stiinta, cultura si arta, ocrotirea sanatatii, asistenta sociala, cultura fizica si agrement, in afara de:",normal,fixed,480,720,212000,281200,681100,758300,linear,number,1
1_6_2,1_6_2_1,"Constructii pentru invatamant, stiinta, cultura si arta, ocrotirea sanatatii, asistenta sociala, cultura fizica si agrement,: case de sanatate, bai publice si baze de tratament",normal,fixed,336,504,212000,281200,681100,758300,linear,number,1
1_6,1_6_3,Imprejmuiri din:,view,none,,,,,,,,,
1_6_3,1_6_3_1,Imprejmuiri din lemn,normal,fixed,96,144,212000,281200,681100,758300,linear,number,1
1_6_3,1_6_3_2,"Imprejmuiri din zidarie, beton armat, metal",normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1_6,1_6_4,Cladiri administrative,normal,fixed,480,720,212000,281200,681100,758300,linear,number,1
1_6,1_6_5,Constructii pentru centrale termice si puncte termice,normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_6,1_6_6,Constructii suport pentru panouri de afisare si publicitate.,normal,fixed,72,120,212000,281200,681100,758300,linear,number,1
1_6,1_6_7,"Constructii pentru turnuri de ceas, turnuri de paza si alte amenajari asemanatoare",normal,fixed,108,180,212000,281200,681100,758300,linear,number,1
1_6,1_6_8,Alte constructii de locuinte si social-culturale neregasite in cadrul subgrupei 1.6.,normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1,1_7,Constructii pentru transportul energiei electrice,view,none,,,,,,,,,
1_7,1_7_1,"Retele de alimentare, de iluminat si linii de transport a energiei electrice:",view,none,,,,,,,,,
1_7_1,1_7_1_1,"Retele de alimentare, de iluminat si linii de transport a energiei electrice aeriene pe stalpi din lemn",normal,fixed,108,180,212000,281200,681100,758300,linear,number,1
1_7_1,1_7_1_2,"Retele de alimentare, de iluminat si linii de transport a energiei electrice aeriene pe stalpi metalici sau din beton armat",normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1_7_1,1_7_1_3,"Retele de alimentare, de iluminat si linii de transport a energiei electrice subterane",normal,fixed,144,216,212000,281200,681100,758300,linear,number,1
1_7,1_7_2,Instalatii electrice de forta,view,none,,,,,,,,,
1_7_2,1_7_2_1,Instalatii electrice de forta aeriene sau aparente,normal,fixed,108,180,212000,281200,681100,758300,linear,number,1
1_7_2,1_7_2_2,Instalatii electrice de forta ingropate,normal,fixed,108,180,212000,281200,681100,758300,linear,number,1
1_7_2,1_7_2_3,"Instalatii electrice de forta in tub, canal sau tunel de protectie",normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_7,1_7_3,Alte constructii pentru transportul energiei electrice neregasite in cadrul subgrupei 1.7.,normal,fixed,192,288,212000,281200,681100,758300,linear,number,1
1,1_8,"Constructii pentru alimentare cu apa, canalizare si imbunatatiri funciare",view,none,,,,,,,,,
1_8,1_8_1,Putruri sapate sau forate,normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_8,1_8_10,"Iazuri de depozitare, paturi de uscare a namolului, campuri de irigare si infiltrare, in afara de",normal,fixed,192,288,212000,281200,681100,758300,linear,number,1
1_8_10,1_8_10_1,"Iazuri de depozitare, paturi de uscare a namolului, campuri de irigare si infiltrare, canale de irigatii",normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_8,1_8_11,Rezervoare din beton armat pentru inmagazinarea apei,normal,fixed,480,720,212000,281200,681100,758300,linear,number,1
1_8,1_8_12,"Statii de pompare si separare a apei, in afara de:",normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1_8_12,1_8_12_1,"Statii de pompare si separare a apei,: statii de pompare plutitoare",normal,fixed,192,288,212000,281200,681100,758300,linear,number,1
1_8,1_8_13,Constructii si instalatii tehnologice pentru alimentare cu apa si canalizare,normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1_8,1_8_14,"Constructii usoare (baraci, magazii, soproane, etc.)",normal,fixed,96,144,212000,281200,681100,758300,linear,number,1
1_8,1_8_15,"Alte constructii pentru alimentare cu apa, canalizare si imbunatatiri funciare neregasite in cadrul subgrupei 1.8.",normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_8,1_8_2,Drenuri pentru alimentari cu apa,normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_8,1_8_3,Captari si prize de apa,normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1_8,1_8_4,Canale pentru alimentare cu apa si evacuarea apelor,normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1_8,1_8_5,Galerii pentru alimentare cu apa si evacuarea apelor,normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1_8,1_8_6,"Conducte pentru alimentarea cu apa, inclusiv traversarile, retele de distributie. Galerii subterane pentru instalatii tehnico-edilitare",normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_8,1_8_7,"Conducte pentru canalizare, in afara de:",normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1_8_7,1_8_7_1,"Conducte pentru canalizare,: conducte tehnologice pentru ape acide",normal,fixed,144,216,212000,281200,681100,758300,linear,number,1
1_8,1_8_8,"Statii de tratare, de neutralizare si de epurare a apelor",normal,fixed,288,432,212000,281200,681100,758300,linear,number,1
1_8,1_8_9,Castele de apa,normal,fixed,384,576,212000,281200,681100,758300,linear,number,1
1,1_9,"Constructii pentru transportul si distributia petrolului, gazelor, lichidelor industriale, aerului comprimat si pentru termoficare",view,none,,,,,,,,,
1_9,1_9_1,"Conducte magistrale pentru transportul produselor petrolifere, gazelor si a lichidelor industriale, inclusiv traversarile si instalatiile tehnologice, in afara de:",normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1_9_1,1_9_1_1,"Conducte magistrale pentru transportul produselor petrolifere, gazelor si a lichidelor industriale, inclusiv traversarile si instalatiile tehnologice,: conducte magistrale pentru transportul produselor petroliere prevazute cu protectie catodica",normal,fixed,480,720,212000,281200,681100,758300,linear,number,1
1_9,1_9_2,Conducte de termoficare,view,none,,,,,,,,,
1_9_2,1_9_2_1,Conducte de termoficare aeriene sau in canale de protectie vizitabile,normal,fixed,240,360,212000,281200,681100,758300,linear,number,1
1_9_2,1_9_2_2,Conducte de termoficare in canale nevizitabile,normal,fixed,192,288,212000,281200,681100,758300,linear,number,1
1_9,1_9_3,"Conducte, bransamente si instalatii tehnologice pentru distributia gazelor, produselor petroliere si a lichidelor industriale, apa sarata, din exteriorul si exteriorul constructiilor",normal,fixed,144,216,212000,281200,681100,758300,linear,number,1
1_9,1_9_4,"Alte constructii pentru transportul si distributia petrolului, gazelor, lichidelor industriale, aerului comprimat si pentru termoficare, neregasite in cadrul subgrupei 1.9.",normal,fixed,192,288,212000,281200,681100,758300,linear,number,1
2,2_1,"Echipamente tehnologice (masini, utilaje si instalatii de lucru",view,none,,,,,,,,,
2_1,2_1_1,Extractia si prepararea carbunilor si minereurilor metalifere si nemetalifere,view,none,,,,,,,,,
2_1,2_1_1,Utilaje specifice productiei de electrozi din grafit,normal,fixed,144,216,213100,281300,681100,758300,linear,number,1
2_1_1,2_1_1_1,"Masini, utilaje si instalatii pentru constructia puturilor miniere si forare miniera. Masini de havat, combine miniere si pluguri de carbune. Masini multifunctionale pe senile.",normal,fixed,60,108,213100,281300,681100,758300,linear,number,1
2_1_1,2_1_1_2,"Masini, utilaje si instalatii pentru sustinerea abatajelor si pentru taiere-prelucrare.",normal,fixed,36,60,213100,281300,681100,758300,linear,number,1
2_1_1,2_1_1_3,Masini de incarcat si utilaje pentru rambleiere,normal,fixed,48,96,213100,281300,681100,758300,linear,number,1
2_1_1,2_1_1_4,"Excavatoare cu rotor si instalatii de haldat. Masini, utilaje si instalatii de sfaramare si macinare.",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_1,2_1_1_5,"Masini, utilaje si instalatii pentru clasare, pentru separare si concentrare (gravimetrica, magnetica, electrostatica). Masini, utilaje si instalatii pentru flotatie.",normal,fixed,72,120,213100,281300,681100,758300,linear,number,1
2_1_1,2_1_1_6,"Masini, utilaje si instalatii pentru extragerea si prepararea metalelor pretioase. Masini de tabletat si brichetat sare. Masini si utilaje pentru brichetarea carbunilor.",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_1,2_1_1_7,Masini de ascutit sfredele si masini de curatat vagoane,normal,fixed,48,96,213100,281300,681100,758300,linear,number,1
2_1_1,2_1_1_8,Alte echipamente tehnologice neregasite in cadrul clasei 2.1.1.,normal,fixed,48,72,213100,281300,681100,758300,linear,number,1
2_1,2_1_10,"Masini, utilaje si instalatii pentru producerea sticlei, portelanului si faiantei",view,none,,,,,,,,,
2_1_10,2_1_10_1,"Cuptoare pentru producerea masei de sticla si tratarea produselor din  sticla, masini de format si de prelucrat sticla, in afara de:",normal,fixed,132,204,213100,281300,681100,758300,linear,number,1
2_1_10_1,2_1_10_1_1,"Cuptoare pentru producerea masei de sticla si tratarea produselor din  sticla, masini de format si de prelucrat sticla,: cuptoare de topire cu oale, de curbat si de securizat geamuri;
- masini de confectionat aparatura de sticla pentru laborator, masini de gradat, masini de spart geamuri armate, de indreptat tuburi din sticla, de inchis termometre, de spalat cioburi, piese de rondele pentru masinile de tras geam;- masini de format materiale ceramice;- masini si instalatii de finisat si decorat produse din sticla si ceramica fina.",normal,fixed,108,180,213100,281300,681100,758300,linear,number,1
2_1_10,2_1_10_2,"Masini de ambalat butelii, de spalat si stors panza de filtru, instalatii de dozarea barbotinei, etc.",normal,fixed,132,204,213100,281300,681100,758300,linear,number,1
2_1_10,2_1_10_3,"Alte masini, utilaje si instalatii neregasite in cadrul clasei 2.1.10.",normal,fixed,108,180,213100,281300,681100,758300,linear,number,1
2_1,2_1_11,"Masini, utilaje si instalatii pentru industria textila",view,none,,,,,,,,,
