parent_code,code,name,type,asset_type,method_number_min,method_number,account_asset_id,account_depreciation_id,account_expense_id,account_income_id,method,method_time,method_period
2_1_8_3,2_1_8_3_1,"Masini de slefuit, de lustruit, masini combinate, masini agregat - masini portabile de slefuit si de lustruit",normal,fixed,24,48,213100,281300,681100,758300,linear,number,1
2_1_8,2_1_8_4,"Masini de slefuit, de lustruit, masini combinate, masini agregat - sini-unelte pentru prelucrarea lemnului prin taiere si masini de curbat, agregate de inadire si asamblare, prese specifice pentru industria lemnului, masini, utilaje si instalatii pentru preparat si aplicat adezivi si lacuri, in afara de:",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_8_4,2_1_8_4_1,"Masini de slefuit, de lustruit, masini combinate, masini agregat - masini portabile de taiat si de imbinat prin agrafe, cuie, clame",normal,fixed,24,48,213100,281300,681100,758300,linear,number,1
2_1_8,2_1_8_5,"Masini, utilaje si instalatii pentru uscare, aburire si tratare termica, in afara de:",normal,fixed,108,180,213100,281300,681100,758300,linear,number,1
2_1_8_5,2_1_8_5_1,"Masini, utilaje si instalatii pentru uscare, aburire si tratare termica - masini si instalatii de aburire si fierbere a lemnului",normal,fixed,48,72,213100,281300,681100,758300,linear,number,1
2_1_8,2_1_8_6,"Masini, utilaje si instalatii specifice liniilor de fabricatie pentru prelucrarea lemnului",normal,fixed,108,180,213100,281300,681100,758300,linear,number,1
2_1_8,2_1_8_7,"Masini, utilaje si instalatii pentru silvicultura",normal,fixed,60,108,213100,281300,681100,758300,linear,number,1
2_1_8,2_1_8_8,"Alte masini, utilaje si instalatii neregasite in cadrul clasei 2.1.8.",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1,2_1_9,"Masini, utilaje si instalatii pentru industria celulozei si hartiei",view,none,,,,,,,,,
2_1_9,2_1_9_1,"Masini, utilaje si instalatii pentru fabricarea celulozei, in afara de:",normal,fixed,120,192,213100,281300,681100,758300,linear,number,1
2_1_9_1,2_1_9_1_1,"Masini, utilaje si instalatii pentru fabricarea celulozei - putini din lemn pentru spalare",normal,fixed,60,108,213100,281300,681100,758300,linear,number,1
2_1_9,2_1_9_2,"Masini si instalatii pentru fabricarea hartiei, cartonului si mucavalei. Masini si utilaje pentru impregnarea si innobilarea hartiei si cartoanelor. Utilaje pentru exploatarea si balotarea stufului, in afara de:",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_1_9_2,2_1_9_2_1,"Masini si instalatii pentru fabricarea hartiei, cartonului si mucavalei. Masini si utilaje pentru impregnarea si innobilarea hartiei si cartoanelor. Utilaje pentru exploatarea si balotarea stufului - tractoare speciale pentru recoltat stuf;- recoltatoare de stuf.",normal,fixed,60,108,213100,281300,681100,758300,linear,number,1
2_1_9,2_1_9_3,Masini si utilaje pentru confectii din hartie si prelucrarea hartiei,normal,fixed,120,192,213100,281300,681100,758300,linear,number,1
2_1_9,2_1_9_4,"Alte masini, utilaje si instalatii neregasite in cadrul clasei 2.1.9.",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2,2_2,"Aparate si instalatii de masurare, control si reglare",view,none,,,,,,,,,
2_2,2_2_1,"Aparate si instalatii pentru masurarea marimilor geometrice, mecanice si acustice",view,none,,,,,,,,,
2_2_1,2_2_1_1,"Aparate, instrumente si instalatii pentru masurarea marimilor geometrice. Aparate si instalatii pentru masurarea marimilor mecanice si acustice, in afara de:",normal,fixed,96,144,213200,281300,681100,758300,linear,number,1
2_2_1_1,2_2_1_1_1,"Aparate, instrumente si instalatii pentru masurarea marimilor geometrice. Aparate si instalatii pentru masurarea marimilor mecanice si acustice - bascule romane pod pentru autovehicule si vagoane;",normal,fixed,144,216,213200,281300,681100,758300,linear,number,1
2_2_1_1,2_2_1_1_2,"Aparate, instrumente si instalatii pentru masurarea marimilor geometrice. Aparate si instalatii pentru masurarea marimilor mecanice si acustice - aparate de cantarit si marcat;",normal,fixed,48,72,213200,281300,681100,758300,linear,number,1
2_2_1_1,2_2_1_1_3,"Aparate, instrumente si instalatii pentru masurarea marimilor geometrice. Aparate si instalatii pentru masurarea marimilor mecanice si acustice - dozatoare, debimetre, contoare pentru lichide si gaze.",normal,fixed,48,96,213200,281300,681100,758300,linear,number,1
2_2_1,2_2_1_2,"Alte aparate si instalatii pentru masurarea marimilor geometrice, mecanice si acustice neregasite in cadrul clasei 2.2.1.",normal,fixed,96,144,213200,281300,681100,758300,linear,number,1
2_2,2_2_10,"Alte aparate si instalatii de masurare, control si reglare neregasite in cadrul subgrupei 2.2.",normal,fixed,96,144,213200,281300,681100,758300,linear,number,1
2_2,2_2_2,"Aparate si instalatii pentru masurarea timpului, frecventei si marimilor cinematice",view,none,,,,,,,,,
2_2_2,2_2_2_1,"Aparate si instalatii etalon mecanice si electromecanice pentru masurarea timpului, cronografe si calculografe, ceasornice de semnalizare, instalatii pentru verificarea cronometrelor, etaloane de frecventa.",normal,fixed,108,180,213200,281300,681100,758300,linear,number,1
2_2_2,2_2_2_2,"Punti de masurat, comparatoare si analizoare de frecventa, instalatii pentru verificarea frecventmetrelor si aparate de masurat deviatia de frecventa, in afara de:",normal,fixed,96,144,213200,281300,681100,758300,linear,number,1
2_2_2_2,2_2_2_2_1,"Punti de masurat, comparatoare si analizoare de frecventa, instalatii pentru verificarea frecventmetrelor si aparate de masurat deviatia de frecventa - aparate portabile.",normal,fixed,48,72,213200,281300,681100,758300,linear,number,1
2_2_2,2_2_2_3,"Alte aparate si instalatii pentru masurarea timpului, frecventei si marimilor cinematice neregasite in cadrul clasei 2.2.2.",normal,fixed,96,144,213200,281300,681100,758300,linear,number,1
2_2,2_2_3,"Aparate si instalatii pentru masurarea marimilor electrice, electromagnetice si radiometrice",view,none,,,,,,,,,
2_2_3,2_2_3_1,"Elemente Waston, aparate portabile",normal,fixed,48,72,213200,281300,681100,758300,linear,number,1
2_2_3,2_2_3_2,"Alte aparate si instalatii pentru masurarea marimilor electrice, electromagnetice si radiometrice neregasite in cadrul clasei 2.2.3.",normal,fixed,96,144,213200,281300,681100,758300,linear,number,1
2_2,2_2_4,Aparate si instalatii pentru masurarea marimilor termice si fotometrice,view,none,,,,,,,,,
2_2_4,2_2_4_1,"Termometre de sticla si de cuart, bimetalice si manometrice, termometre cu rezistenta si termocupluri. Lampi etalon de temperatura, de culoare, luxmetre.",normal,fixed,48,72,213200,281300,681100,758300,linear,number,1
2_2_4,2_2_4_2,Contoare pentru apa calda si energie termica,normal,fixed,48,96,213200,281300,681100,758300,linear,number,1
2_2_4,2_2_4_3,Alte aparate si instalatii pentru masurarea marimilor termice si fotometrice neregasite in cadrul clasei 2.2.4.,normal,fixed,96,144,213200,281300,681100,758300,linear,number,1
2_2,2_2_5,"Aparate si instalatii pentru masurarea marimilor analitice (de material, de structura si de compozitie), aparate si instalatii pentru incercarea materialelor, elementelor si a produselor",view,none,,,,,,,,,
2_2_5,2_2_5_1,"Prese hidraulice, platforme seismice pentru incercari, echipamente pentru incercari electrice de mare putere si de inalta tensiune",normal,fixed,288,432,213200,281300,681100,758300,linear,number,1
2_2_5,2_2_5_2,"Alte aparate si instalatii pentru masurarea marimilor analitice (de materiale, de structura si de compozitie), aparate si instalatii pentru incercarea materialelor, elementelor si a produselor neregasite in cadrul clasei 2.2.5.",normal,fixed,96,144,213200,281300,681100,758300,linear,number,1
2_2,2_2_6,Utilaje si accesorii de laborator,view,none,,,,,,,,,
2_2_6,2_2_6_1,Utilaje si accesorii de laborator executate din sticla,normal,fixed,48,72,213100,281300,681100,758300,linear,number,1
2_2_6,2_2_6_2,Alte utilaje si accesorii de laborator neregasite in cadrul clasei 2.2.6.,normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_2,2_2_7,Aparate si instalatii de cercetare stiintifica,normal,fixed,48,72,213100,281300,681100,758300,linear,number,1
2_2,2_2_8,"Instalatii pentru comanda si reglarea automata a proceselor tehnologice, pentru semnalizare si telemasurare",normal,fixed,96,144,213100,281300,681100,758300,linear,number,1
2_2,2_2_9,"Calculatoare electronice si echipamente periferice. Masini si aparate de casa, control si facturat.",normal,fixed,24,48,213100,281300,681100,758300,linear,number,1
2,2_3,Mijloace de transport,view,none,,,,,,,,,
2_3,2_3_1,Mijloace de transport feroviare,view,none,,,,,,,,,
2_3_1,2_3_1_1,"Locomotive, locotractoare ai automotoare de ecartament normal. Vagoane de marfa si de calatori, de ecartament normal.
Locomotive, locotractoare si automotoare de ecartament ingust sau larg.
Vagoane de marfa si de calatori, de ecartament ingust.",normal,fixed,144,216,213300,281300,681100,758300,linear,number,1
2_3_1,2_3_1_2,"Locomotive si locotractoare pentru transport minier. Vagonete de ecartament ingust, pentru transportul minier subteran.",normal,fixed,72,120,213300,281300,681100,758300,linear,number,1
2_3_1,2_3_1_3,Patruciclete si triciclete pe linie si vagonete de ecartament normal sau ingust,normal,fixed,144,216,213300,281300,681100,758300,linear,number,1
2_3_1,2_3_1_4,Alte mijloace de transport feroviar neregasite in cadrul clasei 2.3.1.,normal,fixed,108,180,213300,281300,681100,758300,linear,number,1
2_3,2_3_2,Mijloace de transport auto,view,none,,,,,,,,,
2_3_2,2_3_2_1,Mijloace de transport pentru persoane,view,none,,,,,,,,,
2_3_2_1,2_3_2_1_1,Mijloace de transport pentru persoane - autoturisme,normal,fixed,48,72,213300,281300,681100,758300,linear,number,1
2_3_2_1_1,2_3_2_1_1_1,Mijloace de transport pentru persoane - taxiuri,normal,fixed,36,60,213300,281300,681100,758300,linear,number,1
2_3_2_1,2_3_2_1_2,Mijloace de transport pentru persoane - microbuze,normal,fixed,48,96,213300,281300,681100,758300,linear,number,1
2_3_2_1,2_3_2_1_3,Mijloace de transport pentru persoane - autobuze,normal,fixed,60,108,213300,281300,681100,758300,linear,number,1
2_3_2_1_3,2_3_2_1_3_1,Mijloace de transport pentru persoane - autobuze pentru transportul urban,normal,fixed,48,96,213300,281300,681100,758300,linear,number,1
2_3_2_1,2_3_2_1_4,Mijloace de transport pentru persoane - motociclete si biciclete,normal,fixed,36,60,213300,281300,681100,758300,linear,number,1
2_3_2,2_3_2_2,"Mijloace de transport auto, pentru marfuri",view,none,,,,,,,,,
2_3_2_2,2_3_2_2_1,"Mijloace de transport auto, pentru marfuri - autocamioane si autocamionete cu platforma fixa, autofurgonete, autofurgoane si autodube de capacitate pana la 4,5 tone, exclusiv",normal,fixed,48,72,213300,281300,681100,758300,linear,number,1
2_3_2_2,2_3_2_2_2,"Mijloace de transport auto, pentru marfuri - autocamioane, autodube si autofurgoane cu platforma fixa, cu capacitatea de si peste 4,5 tone",normal,fixed,48,96,213300,281300,681100,758300,linear,number,1
2_3_2_2,2_3_2_2_3,"Mijloace de transport auto, pentru marfuri - autocamioane cu platforma basculanta si dumpere;- autocisterne;- autoizoterme si autofrigorifere.",normal,fixed,48,72,213300,281300,681100,758300,linear,number,1
2_3_2_2,2_3_2_2_4,"Mijloace de transport auto, pentru marfuri - autotractoare si autotractoare cu sa",normal,fixed,48,96,213300,281300,681100,758300,linear,number,1
2_3_2_2,2_3_2_2_5,"Mijloace de transport auto, pentru marfuri - tractoare pe roti si pe sine",normal,fixed,48,72,213300,281300,681100,758300,linear,number,1
2_3_2_2,2_3_2_2_6,"Mijloace de transport auto, pentru marfuri - remorci cu platforma fixa sau basculanta si remorci monoaxe;- remorci: cisterne, izoterme si frigorifice;- semiremorci auto: platforma, furgon, cisterne, izoterme si frigorifice, port containere;- remorci si semiremorci auto cu destinatie specifica.",normal,fixed,48,72,213300,281300,681100,758300,linear,number,1
2_3_2_2,2_3_2_2_7,"Mijloace de transport auto, pentru marfuri - remorci cu platforma coborata pentru sarcini grele (trailere)",normal,fixed,60,108,213300,281300,681100,758300,linear,number,1
2_3_2_2,2_3_2_2_8,"Mijloace de transport auto, pentru marfuri - motociclete si triciclete pentru transportul de marfuri",normal,fixed,36,60,213300,281300,681100,758300,linear,number,1
2_3_2_2,2_3_2_2_9,"Mijloace de transport auto, pentru marfuri - autovehicule cu destinatie speciala:",view,none,,,,,,,,,
2_3_2_2_9,2_3_2_2_9_1,"Mijloace de transport auto, pentru marfuri - autoturnuri, autotelescoape, autoateliere si autodepanatoare",normal,fixed,48,96,213300,281300,681100,758300,linear,number,1
2_3_2_2_9,2_3_2_2_9_2,"Mijloace de transport auto, pentru marfuri - autovehicule pentru transportul materialelor pulverulente;- autovehicule cu troliu pentru busteni.",normal,fixed,48,72,213300,281300,681100,758300,linear,number,1
2_3_2_2_9,2_3_2_2_9_3,"Mijloace de transport auto, pentru marfuri - alte autovehicule cu destinatie speciala",normal,fixed,60,108,213300,281300,681100,758300,linear,number,1
2_3_2,2_3_2_3,Alte mijloace de transport auto neregasite in cadrul clasei 2.3.2.,normal,fixed,48,96,213300,281300,681100,758300,linear,number,1
2_3,2_3_3,Mijloace de transport naval,view,none,,,,,,,,,
2_3_3,2_3_3_1,"Nave maritime de calatori, de cursa lunga si costiere.
Nave maritime mixte de calatori si marfuri.
Nave maritime pentru marfuri in vrac (mineraliere) si pentru produse petroliere (petroliere).
Remorchere maritime de linie pentru transport.
Nave maritime tehnice si
speciale. Remorchere maritime portuare.
Nave maritime depozit, tancuri: de buncheraj, de apa potabila si mixte. Iahturi maritime. Nave fluviale pentru transport de calatori.
Nave fluviale pentru transport de calatori.
Nave fluviale cu propulsie, pentru transport de marfuri diferite,
Bancuri, mahoane si barcaze pentru marfuri uscate, ceamuri fluviale cu corp metalic, fara propulsie, pentru stuf.
Bacuri, mahoane si viviere fluviale pentru productie si transportat peste.
Pontoane de leasa, cu doua flotoare metalice si platforma din lemn.
Nave fluviale de trecere (bacuri de trecere fluviale,cu sau fara propulsie, pentru vehicule si calatori, poduri plutitoare fluviale, pe cablu).
Nave fluviale tehnice si speciale, auxiliare si de servitute.
Nave fluviale, iahturi si salupe de agrement.",normal,fixed,192,288,213300,281300,681100,758300,linear,number,1
2_3_3_1,2_3_3_10,Barci pescaresti,normal,fixed,72,120,213300,281300,681100,758300,linear,number,1
2_3_3_1,2_3_3_11,Alte mijloace de transport naval neregasite in cadrul clasei 2.3.3.,normal,fixed,144,216,212000,281200,681100,758300,linear,number,1
2_3_3,2_3_3_2,"Mahoane maritime, in afara de:",normal,fixed,192,288,213300,281300,681100,758300,linear,number,1
2_3_3_2,2_3_3_2_1,Mahoane maritime din lemn,normal,fixed,108,180,213300,281300,681100,758300,linear,number,1
2_3_3,2_3_3_3,"Nave maritime de pescuit, in afara de:",normal,fixed,192,288,213300,281300,681100,758300,linear,number,1
2_3_3_3,2_3_3_3_1,Nave maritime de pescuit - pescadoare cu corp din lemn,normal,fixed,108,180,213300,281300,681100,758300,linear,number,1
2_3_3_3,2_3_3_3_2,"Nave maritime de pescuit - pescadoare cu corp metalic;- cutere cu corp din lemn, pentru productie si transportat peste.",normal,fixed,168,264,213300,281300,681100,758300,linear,number,1
2_3_3,2_3_3_4,Doc plutitor,normal,fixed,192,288,213300,281300,681100,758300,linear,number,1
2_3_3,2_3_3_5,"Salupe maritime pentru calatori. Salupe maritime. Nave fluviale fara propulsie pentru transport de marfuri diferite (slepuri, ceamuri, platine, barje, tancuri). Remorchere si impingatoare fluviale cu elice.",normal,fixed,168,264,213300,281300,681100,758300,linear,number,1
2_3_3,2_3_3_6,Pilotine maritime,normal,fixed,144,216,213300,281300,681100,758300,linear,number,1
2_3_3,2_3_3_7,"Ambarcatii maritime auxiliare, barci maritime si ambarcatii maritime sportive si de agrement:",view,none,,,,,,,,,
2_3_3_7,2_3_3_7_1,"Ambarcatii maritime auxiliare, barci maritime si ambarcatii maritime sportive si de agrement cu corp din lemn",normal,fixed,108,180,213300,281300,681100,758300,linear,number,1
2_3_3_7,2_3_3_7_2,"Ambarcatii maritime auxiliare, barci maritime si ambarcatii maritime sportive si de agrement cu corp din metal",normal,fixed,168,264,213300,281300,681100,758300,linear,number,1
2_3_3,2_3_3_8,"Ambarcatii fluviale de agrement (barci de agrement, canoe de agrement, giguri, sandoline si hidrobiciclete). Ambarcatii fluviale si de pescuit (mahoane de taliene, barci viviere, barci de furajat, pramuri si navodnice).",normal,fixed,96,168,213300,281300,681100,758300,linear,number,1
2_3_3,2_3_3_9,"Ambarcatii fluviale auxiliare de deservire generala si sportive, in afara de:",normal,fixed,96,168,213300,281300,681100,758300,linear,number,1
2_3_3_9,2_3_3_9_1,Ambarcatii fluviale auxiliare de deservire generala si sportive - cu corp metalic,normal,fixed,144,216,213300,281300,681100,758300,linear,number,1
2_3_3,2_3_4,Mijloace de transport aerian,view,none,,,,,,,,,
2_3_4,2_3_4_1,"Avioane pentru transport de calatori, marfuri si mixte",normal,fixed,168,264,213300,281300,681100,758300,linear,number,1
2_3_4,2_3_4_2,"Avioane pentru destinatie speciala: imprastierea ingrasamintelor chimice, insectofungicidelor la lucrari agrosilvice, sanitare.",normal,fixed,48,96,213300,281300,681100,758300,linear,number,1
2_3_4,2_3_4_3,"Elicoptere pentru transport de calatori, marfuri sau destinatie speciala (imprastierea ingrasamintelor, montaj, etc.)",normal,fixed,48,96,213300,281300,681100,758300,linear,number,1
2_3_4,2_3_4_4,Alte mijloace de transport aerian neregasite in cadrul clasei 2.3.4.,normal,fixed,96,144,213300,281300,681100,758300,linear,number,1
2_3,2_3_5,Mijloace specifice pentru transportul urban de calatori,view,none,,,,,,,,,
2_3_5,2_3_5_1,Mijloace de transport electric urban pe sine,normal,fixed,132,204,213300,281300,681100,758300,linear,number,1
2_3_5,2_3_5_2,"Mijloace de transport electric urban, pe pneuri (troleibuze)",normal,fixed,72,120,213300,281300,681100,758300,linear,number,1
2_3_5,2_3_5_3,Alte mijloace specifice pentru transportul urban de calatori neregasite in cadrul clasei 2.3.5.,normal,fixed,96,144,213300,281300,681100,758300,linear,number,1
2_3,2_3_6,Utilaje si instalatii de transportat si ridicat,view,none,,,,,,,,,
2_3_6,2_3_6_1,"Mecanisme de ridicat (vinciuri, trolii, etc.). Macarale diverse si speciale, in afara de:",normal,fixed,72,120,213300,281300,681100,758300,linear,number,1
2_3_6_1,2_3_6_1_1,"Mecanisme de ridicat (vinciuri, trolii, etc.). Macarale diverse si speciale - macarale plutitoare",normal,fixed,192,288,213300,281300,681100,758300,linear,number,1
2_3_6_1,2_3_6_1_2,"Mecanisme de ridicat (vinciuri, trolii, etc.). Macarale diverse si speciale - macarale feroviare si macarale transcontainer",normal,fixed,144,216,213300,281300,681100,758300,linear,number,1
2_3_6,2_3_6_2,"Macarale rotitoare, macarale rulante cu platforma si poduri rulante, in afara de:",normal,fixed,108,180,213300,281300,681100,758300,linear,number,1
2_3_6_2,2_3_6_2_1,"Macarale rotitoare, macarale rulante cu platforma si poduri rulante - macarale rotitoare stationare, fixe, cu coloana, macarale turn cu actionare electrica",normal,fixed,96,144,213300,281300,681100,758300,linear,number,1
2_3_6_2,2_3_6_2_2,"Macarale rotitoare, macarale rulante cu platforma si poduri rulante - macarale mobile pe pneuri si senile, automacarale",normal,fixed,72,120,213300,281300,681100,758300,linear,number,1
2_3_6,2_3_6_3,Ascensoare:,view,none,,,,,,,,,
2_3_6_3,2_3_6_3_1,"Ascensoare de materiale si persoane pentru lucrari de constructii, de marfuri",normal,fixed,60,108,213300,281300,681100,758300,linear,number,1
2_3_6_3,2_3_6_3_2,Ascensoare de persoane pentru cladiri,normal,fixed,96,144,213300,281300,681100,758300,linear,number,1
2_3_6_3,2_3_6_3_3,Ascensoare de materiale si persoane pentru lucrari miniere,normal,fixed,144,216,213300,281300,681100,758300,linear,number,1
2_3_6,2_3_6_4,"Transportoare si instalatii de transport pneumatic, in afara de:",normal,fixed,96,144,213300,281300,681100,758300,linear,number,1
2_3_6_4,2_3_6_4_1,"Transportoare si instalatii de transport pneumatic - transportoare cu banda si placi, cu lant (cablu), cu ghiare, cu role, suspendate si cu lanturi de tractiune, portante, transportoare cu cupe si sisteme de transportoare utilizate in industrie pentru operatii de prelucrare, asamblare si montaj.",normal,fixed,84,132,213300,281300,681100,758300,linear,number,1
2_3_6_4,2_3_6_4_2,Transportoare si instalatii de transport pneumatic - transportoare cu banda mobile,normal,fixed,60,108,213300,281300,681100,758300,linear,number,1
2_3_6_4,2_3_6_4_3,Transportoare si instalatii de transport pneumatic - transportoare elicoidale si cu raclete,normal,fixed,36,60,213300,281300,681100,758300,linear,number,1
2_3_6_4,2_3_6_4_4,"Transportoare si instalatii de transport pneumatic - jgheaburi si topogane, instalatii de transport hidraulic",normal,fixed,96,168,213300,281300,681100,758300,linear,number,1
2_3_6,2_3_6_5,"Elevatoare, escalatoare si alimentatoare",normal,fixed,96,144,213300,281300,681100,758300,linear,number,1
2_3_6,2_3_6_6,"Incarcatoare, impingatoare si basculatoare, in afara de:",normal,fixed,72,120,213300,281300,681100,758300,linear,number,1
2_3_6_6,2_3_6_6_1,"Incarcatoare, impingatoare si basculatoare - incarcatoare frontale cu o cupa",normal,fixed,48,96,213300,281300,681100,758300,linear,number,1
2_3_6,2_3_6_7,Placi turnante pentru intoarcerea locomotivelor,normal,fixed,192,288,213300,281300,681100,758300,linear,number,1
2_3_6,2_3_6_8,"Alte utilaje, instalatii si echipamente de transportat si de ridicat, neregasite in cadrul clasei 2.3.6., in afara de:",normal,fixed,96,144,213300,281300,681100,758300,linear,number,1
2_3_6_8,2_3_6_8_1,"Alte utilaje, instalatii si echipamente de transportat si de ridicat, neregasite in cadrul clasei 2.3.6. - electro si motostivuitoare",normal,fixed,48,96,213300,281300,681100,758300,linear,number,1
2_3,2_3_7,Mijloace de transport cu tractiune animala,normal,fixed,48,72,213300,281300,681100,758300,linear,number,1
2,2_4,Animale si plantatii,view,none,,,,,,,,,
2_4,2_4_1,Animale,view,none,,,,,,,,,
2_4_1,2_4_1_1,Cai de reproducere si de munca. Magari si catari.,normal,fixed,96,144,213400,281300,681100,758300,linear,number,1
2_4_1,2_4_1_2,"Boi si bivoli de munca, vaci de lapte si tauri pentru reproducere",normal,fixed,60,108,213400,281300,681100,758300,linear,number,1
2_4_1,2_4_1_3,"Oi, capre si porci pentru reproducere",normal,fixed,48,72,213400,281300,681100,758300,linear,number,1
2_4_1,2_4_1_4,Pasari de reproducere,normal,fixed,24,48,213400,281300,681100,758300,linear,number,1
2_4_1,2_4_1_5,Caini de paza si vanatoare,normal,fixed,48,96,213400,281300,681100,758300,linear,number,1
2_4_1,2_4_1_6,Alte animale necuprinse in cadrul clasei 2.4.1.,normal,fixed,48,72,213400,281300,681100,758300,linear,number,1
2_4,2_4_2,Plantatii,view,none,,,,,,,,,
2_4_2,2_4_2_1,"Plantatii de meri, peri, pruni, gutui, duzi, migdali, castani",normal,fixed,192,288,213400,281300,681100,758300,linear,number,1
2_4_2,2_4_2_10,Alte plantatii neregasite in cadrul clasei 2.4.2.,normal,fixed,192,288,213400,281300,681100,758300,linear,number,1
2_4_2,2_4_2_2,"Plantatii de ciresi, visini, piersici, aluni si caisi",normal,fixed,108,180,213400,281300,681100,758300,linear,number,1
2_4_2,2_4_2_3,Plantatii de nuci,normal,fixed,288,432,213400,281300,681100,758300,linear,number,1
2_4_2,2_4_2_4,"Plantatii de agrisi, coacazi si trandafiri de dulceata",normal,fixed,72,120,213400,281300,681100,758300,linear,number,1
2_4_2,2_4_2_5,"Plantatii de zmeura si alti arbusti si subarbusti (muri, capsuni, etc.)",normal,fixed,48,72,213400,281300,681100,758300,linear,number,1
2_4_2,2_4_2_6,Plantatii de vita de vie:,view,none,,,,,,,,,
2_4_2_6,2_4_2_6_1,Plantatii de vita de vie - vii altoite (nobile) si portaltoi vie,normal,fixed,192,288,213400,281300,681100,758300,linear,number,1
2_4_2_6,2_4_2_6_2,"Plantatii de vita de vie - vii indigene, vii hibride, producatori directi",normal,fixed,144,216,213400,281300,681100,758300,linear,number,1
2_4_2,2_4_2_7,Plantatii de hamei,normal,fixed,156,252,213400,281300,681100,758300,linear,number,1
2_4_2,2_4_2_8,Plantatii de protectie si de consolidare a terenurilor:,view,none,,,,,,,,,
2_4_2_8,2_4_2_8_1,Plantatii de protectie si de consolidare a terenurilor - foioase si rasinoase,normal,fixed,600,840,213400,281300,681100,758300,linear,number,1
2_4_2_8,2_4_2_8_2,"Plantatii de protectie si de consolidare a terenurilor - plopi, salcami si salcii",normal,fixed,288,432,213400,281300,681100,758300,linear,number,1
2_4_2,2_4_2_9,Rachitarii,normal,fixed,60,108,213400,281300,681100,758300,linear,number,1
2,2_5,"Alte instalatii tehnice, mijloace de transport, animale si plantatii neregasite in cadrul grupei 2.",normal,fixed,240,360,213400,281300,681100,758300,linear,number,1
3,3_1,Mobilier,view,none,,,,,,,,,
3_1,3_1_1,"Mobilier (inclusiv mobilierul comercial si hotelier), in afara de:",normal,fixed,108,180,214000,281400,681100,758300,linear,number,1
3_1_1,3_1_1_1,Mobilier (inclusiv mobilierul comercial si hotelier) - mobilier comercial de prezentare din lemn si plastic cu structura metalica usoara,normal,fixed,36,60,214000,281400,681100,758300,linear,number,1
3_1,3_1_2,"Firme, panouri si reclame luminoase",normal,fixed,24,48,214000,281400,681100,758300,linear,number,1
3_1,3_1_3,"Tablouri, gravuri, decoratiuni interioare, in afara celor inregistrate in patrimoniul cultural national",normal,fixed,96,144,214000,281400,681100,758300,linear,number,1
3_1,3_1_4,"Inventar gospodaresc: tacamuri din metale pretioase, covoare, oglinzi, candelabre, etc.",normal,fixed,96,144,214000,281400,681100,758300,linear,number,1
3_1,3_1_5,"Aparate electrocasnice, aparate radioreceptoare, televizoare, aparatura video, masini de spalat rufe, masini de spalat vase, frigidere, aspiratoare de praf, etc.",normal,fixed,48,72,214000,281400,681100,758300,linear,number,1
3_1,3_1_6,Alt mobilier neregasit in cadrul grupei 3.1.,normal,fixed,72,120,214000,281400,681100,758300,linear,number,1
3,3_2,Aparatura birotica,view,none,,,,,,,,,
3_2,3_2_1,"Masini de scris, de francat, aparate de dictat si reprodus, aparate de desenat, heliografe, aparate de copiat si multiplicat, aparate de proiectie, aparate de citit microfilme, etc.",normal,fixed,48,72,214000,281400,681100,758300,linear,number,1
3_2,3_2_2,"Aparate de telecomunicatii pentru birou: aparate telefonice, aparate telefax, aparate telex, instalatii de comanda prin radio, aparate de cautat persoane, etc.",normal,fixed,36,60,214000,281400,681100,758300,linear,number,1
3_2,3_2_3,Masini de numarat si identificat bani,normal,fixed,24,48,214000,281400,681100,758300,linear,number,1
3_2,3_2_4,Alta aparatura birotica neregasita in cadrul subgrupei 3.2.,normal,fixed,36,60,214000,281400,681100,758300,linear,number,1
3,3_3,Sisteme de protectie a valorilor umane si materiale,view,none,,,,,,,,,
3_3,3_3_1,"Echipamente de protectie mecanica – grilaje, gratare, usi blindate, usi de securitate, ferestre si panouri de securitate (antiefractie, antivandal,antiglont)",normal,fixed,192,288,214000,281400,681100,758300,linear,number,1
3_3,3_3_2,"Unitati de depozitare valori si purtatori de date (case de bani, seifuri, dulapuri ignifuge, etc.)",normal,fixed,192,288,214000,281400,681100,758300,linear,number,1
3_3,3_3_3,"Automate bancare, bancomate",normal,fixed,96,144,214000,281400,681100,758300,linear,number,1
3_3,3_3_4,"Sisteme de protectie la incendiu (elemente de detectie si de actionare, centrale de semnalizare si alarma la efractie",normal,fixed,144,216,214000,281400,681100,758300,linear,number,1
3_3,3_3_5,"Sisteme pentru identificare si controlul accesului, supraveghere si alarma la efractie",normal,fixed,96,144,214000,281400,681100,758300,linear,number,1
3_3,3_3_6,Alte sisteme de protectie a valorilor umane si materiale neregasite in cadrul subgrupei 3.3.,normal,fixed,144,216,214000,281400,681100,758300,linear,number,1
3,3_4,Alte active corporale neregasite in cele specificate la grupa 3,normal,fixed,96,180,214000,281400,681100,758300,linear,number,1
