"id","note","name","parent_id/id","code","rule_ids/id"
"structura_salariat","","Structură Salariat","hr_payroll.structure_base","SALARIAT","__export__.hr_salary_rule_56,__export__.hr_salary_rule_57,__export__.hr_salary_rule_58"
